start,ERGO_ID,Gene,E/N,length,transposon_insertions,assertion_error,SP_ID,functional_role,blattner_id,ERGO,eri
2126910,REC05249,wcaF,N,182,"8, 33, 74, 78, 92, 106, 126, 126, 175",,P71240,Putative colanic acid biosynthesis acetyltransferase wcaF (EC 2.3.1.-),b2054,UNC,0.13
2127672,REC05250,wcaE,N,248,"11, 36, 84, 143, 228",,P71239,Putative colanic acid biosynthesis glycosyl transferase wcaE,b2055,UNC,0.06
2128900,REC05251,wcaD,N,405,"16, 91, 123, 305",,P71238,Putative colanic acid polymerase,b2056,UNC,0.00
2130092,REC05252,wcaC,N,405,78,,P71237,Putative colanic acid biosynthesis glycosyl transferase wcaC,b2057,UNC,0.03
2130577,REC05253,wcaB,N,162,"12, 31",,P77558,Putative colanic acid biosynthesis acetyltransferase wcaB (EC 2.3.1.-),b2058,UNC,0.00
2131419,REC05254,wcaA,N,279,"35, 89, 124, 260, 276",,P77414,Putative colanic acid biosynthesis glycosyl transferase wcaA,b2059,UNC,0.31
2133710,REC05255,wzc,N,732,"1, 169, 338, 428, 496, 605, 648, 726",,P76387,Tyrosine-protein kinase wzc (EC 2.7.1.112),b2060,LPC,0.13
2134120,REC05256,wzb,E,147,"120, 138",< 0.3,P77153,Low molecular weight protein-tyrosine-phosphatase wzb (EC 3.1.3.48),b2061,CHM,0.59
2135265,REC05257,wza,N,379,"27, 29, 77, 102, 141, 211",,P76388,Putative polysaccharide export protein wza precursor,b2062,UNC,0.16
2135858,REC02011,yegH,N,549,"34, 351, 399, 444",,P76389,Hypothetical protein yegH,b2063,UNC,0.84
2139634,REC05258,asmA,N,617,"70, 144, 226, 269, 313",,P28249,Protein asmA precursor,b2064,UNC,0.22
2140237,REC05259,dcd,N,193,"38, 39",,P28248,Deoxycytidine triphosphate deaminase (EC 3.5.4.13),b2065,NCM,0.56
2141024,REC05260,udk,N,231,"29, 70",,P31218,Uridine kinase (EC 2.7.1.48),b2066,NCM,0.34
2141288,REC02015,yegE,N,1105,"34, 222, 286, 362, 380, 671, 758, 905, 1053",,P38097,Hypothetical protein yegE,b2067,UNC,0.22
2145562,REC05261,alkA,N,282,"7, 18, 212, 265",,P04395,DNA-3-methyladenine glycosylase II (EC 3.2.2.21),b2068,NAM,0.41
2145633,REC02017,yegD,N,471,"16, 22, 98, 112, 156, 208, 354, 396",,P36928,Hypothetical chaperone protein yegD,b2069,UNC,1.00
2149007,REC05262,yegI,N,648,"156, 299, 343, 399, 450",,P76393,Hypothetical protein yegI,b2070,UNC,0.06
2149207,REC02019,yegJ,N,153,"69, 91, 97",,P76394,Hypothetical protein yegJ,b2071,UNC,0.06
2150494,REC05263,yegK,N,253,"10, 42, 172, 233",,P76395,Hypothetical protein yegK,b2072,UNC,0.03
2151150,REC05264,yegL,E,219,-,< 0.1,P76396,Hypothetical protein yegL,b2073,UNC,0.03
2151891,REC02022,yegM,N,464,181,,P76397,Hypothetical protein yegM precursor,b2074,UNC,0.34
2153285,REC02023,yegN,N,1040,"211, 328, 472, 696, 771, 877, 961",,P76398,Hypothetical protein yegN,b2075,UNC,0.75
2156408,REC02024,yegO,N,1025,"79, 280, 324, 339, 458, 618, 802, 1016",,P76399,Hypothetical protein yegO,b2076,UNC,0.75
2159486,REC02025,yegB,N,471,"31, 87, 138, 366",,P36554,Hypothetical transport protein yegB,b2077,UNC,0.34
2160898,REC02026,baeS,N,467,"75, 115, 219, 292, 294, 396, 441",,P30847,Sensor protein baeS (EC 2.7.3.-),b2078,SMC,0.31
2162298,REC02027,baeR,N,240,34,,P30846,Transcriptional regulatory protein baeR,b2079,SMC,0.59
2163172,REC02028,yegP,E,123,-,< 0.3,P76402,Hypothetical protein yegP,b2080,UNC,0.06
2163690,REC02029,yegQ,N,453,"118, 289, 336, 420, 443",,P76403,Putative protease yegQ (EC 3.4.-.-),b2081,UNC,0.38
2165542,REC05265,ogrK,N,72,62,,P37057,Prophage P2 OGR protein,b2082,UNC,0.00
2165770,REC05266,,?,48,-,,P76404,FROM BASES 2163066 TO 2175408 (SECTION 188 OF 400) OF THE COMPLETE GENOME,b2083,UNC,0.00
2166023,REC05267,,N,88,"53, 68",,P76405,FROM BASES 2163066 TO 2175408 (SECTION 188 OF 400) OF THE COMPLETE GENOME,b2084,UNC,0.00
2166388,REC05268,yegR,N,125,"47, 119",,P76406,Hypothetical protein yegR,b2085,UNC,0.00
2166734,REC02034,yegS,N,299,"129, 212, 216, 237, 276",,P76407,Hypothetical protein yegS,b2086,UNC,0.34
2168161,REC05269,gatR,N,148,"23, 51, 71, 133",,P36930,Galactitol utilization operon repressor,,RCD,0.00
2168249,REC06521,,N,102,1,,P77681,Transposase insE for insertion sequence IS3A/B/C/D/E/fA/fB,b2088,PHT,0.56
2168554,REC06522,,N,288,"129, 157, 194",,P05822,Transposase insF for insertion sequence IS3A/B/C/D/E/fA,b2089,PHT,0.56
2169755,REC05270,gatR,N,112,56,,O07943,GALACTITOL UTILIZATION OPERON REPRESSOR,,RCD,0.00
2170895,REC05271,gatD,E,346,9,< 0.01,P37190,Galactitol-1-phosphate 5-dehydrogenase (EC 1.1.1.251),b2091,CHM,0.13
2172298,REC05272,gatC,N,451,"45, 68, 117, 401, 421",,P37189,"PTS system, galactitol-specific IIC component",b2092,MTR,0.03
2172586,REC05273,gatB,N,94,"4, 53, 72",,P37188,"PTS system, galactitol-specific IIB component (EC 2.7.1.69)",b2093,MTR,0.06
2173069,REC05274,gatA,N,150,"3, 13, 124",,P37187,"PTS system, galactitol-specific IIA component (EC 2.7.1.69)",b2094,MTR,0.13
2174341,REC05275,gatZ,N,420,70,,P37191,Putative tagatose 6-phosphate kinase gatZ (EC 2.7.1.144),b2095,UNC,0.13
2175230,REC05276,gatY,N,286,"37, 257",,P37192,Tagatose-bisphosphate aldolase gatY (EC 4.1.2.-),b2096,CHM,0.63
2176656,REC05277,fbaB,N,374,"32, 165, 370",,P71295,Fructose-bisphosphate aldolase class I (EC 4.1.2.13),b2097,CHM,0.09
2176841,REC02046,yegT,N,425,"44, 49, 95, 152, 260, 424",,P76417,Putative nucleoside transporter yegT,b2098,UNC,0.03
2178115,REC02047,yegU,N,334,"35, 70, 73, 153, 324",,P76418,Hypothetical protein yegU,b2099,UNC,0.06
2179116,REC02048,yegV,N,321,"34, 89, 136",,P76419,Hypothetical sugar kinase yegV,b2100,UNC,0.59
2180801,REC05278,yegW,N,248,"156, 187, 206",,P76420,Hypothetical transcriptional regulator yegW,b2101,UNC,0.53
2181680,REC05279,yegX,N,275,"19, 50, 51, 96, 127, 255, 263",,P76421,Hypothetical protein yegX,b2102,UNC,0.19
2182536,REC05280,thiD,N,266,"18, 60, 78, 105, 122, 188, 244",,P76422,Phosphomethylpyrimidine kinase (EC 2.7.4.7),b2103,NCM,0.81
2183321,REC05281,thiM,N,262,"86, 215",,P76423,Hydroxyethylthiazole kinase (EC 2.7.1.50),b2104,NCM,0.28
2183816,REC05282,yohL,E,90,-,< 0.2,P76424,Hypothetical protein yohL,b2105,UNC,0.19
2183937,REC02054,yohM,N,274,"62, 130, 198, 216, 260, 273",,P76425,Hypothetical protein yohM,b2106,UNC,0.06
2184800,REC02055,yohN,N,172,"29, 74, 100, 137, 140, 164",,P76426,Hypothetical protein yohN precursor,b2107,UNC,0.00
2186434,REC05283,yehA,N,344,"301, 338",,P33340,Hypothetical protein yehA precursor,b2108,UNC,0.00
2188930,REC05284,yehB,N,826,"61, 96, 122, 154, 159, 177, 213, 230, 254, 259, 277, 279, 301, 320, 335, 506, 610",,P33341,Hypothetical outer membrane usher protein yehB precursor,b2109,UNC,0.13
2189665,REC05285,yehC,E,239,-,< 0.05,P33342,Hypothetical fimbrial chaperone yehC precursor,b2110,UNC,0.00
2190242,REC05286,yehD,E,180,-,< 0.05,P33343,Hypothetical protein yehD precursor,b2111,UNC,0.00
2190816,REC05287,yehE,N,93,9,,P33344,Hypothetical protein yehE precursor,b2112,UNC,0.00
2192218,REC05288,mrp,N,379,"52, 74, 79, 105, 160, 212",,P21590,Mrp protein,b2113,UNC,0.81
2192320,REC02062,metG,E,677,-,< 0.001,P00959,Methionyl-tRNA synthetase (EC 6.1.1.10),b2114,PMS,1.00
2194494,REC02063,,N,274,"35, 57, 98, 112, 147, 152, 179, 191, 195, 201, 210, 216, 230, 246, 251",,P33345,Molybdate metabolism regulator,b2115,RCD,0.06
2195430,REC02064,molR,N,645,"34, 55, 68, 103, 104, 164, 204, 206, 253, 264, 327, 612",,P33345,Molybdate metabolism regulator,b2116,RCD,0.06
2197288,REC02065,,N,333,86,,P33345,Molybdate metabolism regulator,b2117,RCD,0.06
2198299,REC02066,yehI,N,1210,"102, 155, 235, 235, 282, 383, 422, 425, 468, 545, 555, 761, 785, 857, 1130, 1176, 1188, 1197",,P33346,Hypothetical protein yehI,b2118,UNC,0.06
2201992,REC06809,yehK,N,105,"12, 15, 40, 45, 70",,P33347,Hypothetical protein yehK,,UNC,0.00
2202550,REC02067,yehL,N,384,"21, 45, 58, 74, 128, 153, 190, 214, 263",,P33348,Hypothetical protein yehL,b2119,UNC,0.00
2203715,REC02068,yehM,N,759,"272, 478, 566, 734, 751",,P33349,Hypothetical protein yehM,b2120,UNC,0.03
2205987,REC02069,yehP,N,378,"6, 70, 74, 130, 132, 182, 242",,P33352,Hypothetical protein yehP,b2121,UNC,0.03
2207096,REC02070,yehQ,N,622,"469, 606, 607",,P33353,Hypothetical protein yehQ,b2122,UNC,0.00
2209233,REC02071,yehR,N,157,"2, 45, 103",,P33354,Hypothetical lipoprotein yehR precursor,b2123,UNC,0.06
2210216,REC05289,yehS,N,156,"13, 72, 117",,P33355,Hypothetical protein yehS,b2124,UNC,0.06
2210997,REC05290,yehT,N,244,"25, 138",,P33356,Hypothetical protein yehT,b2125,UNC,0.16
2212664,REC05292,yehU,N,561,"64, 102, 107, 235, 268, 295, 442, 507",,P33357,Hypothetical protein yehU precursor,b2126,UNC,0.28
2212886,REC02076,mlrA,N,243,"113, 213",,P33358,MerR-like regulator A,b2127,RCD,0.09
2214496,REC05293,yehW,N,243,204,,P33359,Hypothetical ABC transporter permease protein yehW,b2128,UNC,0.22
2215427,REC05294,yehX,N,308,"112, 148, 255",,P33360,Hypothetical ABC transporter ATP-binding protein yehX,b2129,UNC,0.53
2216577,REC05295,yehY,N,385,"59, 140",,P33361,Hypothetical ABC transporter permease protein yehY,b2130,UNC,0.31
2217501,REC05296,yehZ,N,305,"161, 256",,P33362,Hypothetical protein yehZ precursor,b2131,UNC,0.53
2220009,REC05297,bglX,N,765,"21, 70, 74, 142, 181, 221, 252, 281, 327, 392",,P33363,Periplasmic beta-glucosidase precursor (EC 3.2.1.21),b2132,CHM,0.25
2220205,REC02082,dld,N,571,"65, 90, 213, 275, 281, 327, 403",,P06149,D-lactate dehydrogenase (EC 1.1.1.28),b2133,CHM,0.13
2222899,REC05298,pbpG,N,313,69,,P33364,Penicillin-binding protein 7 precursor (EC 3.4.99.-),b2134,LPC,0.16
2223675,REC05299,yohC,N,203,"21, 146",,P33365,Hypothetical protein yohC,b2135,UNC,0.03
2223785,REC02085,yohD,N,204,"38, 169",,P33366,Hypothetical protein yohD,b2136,UNC,0.13
2225290,REC05300,yohF,N,253,139,,P33368,Hypothetical oxidoreductase yohF (EC 1.-.-.-),b2137,UNC,0.25
2226539,REC05301,yohG,N,398,"19, 47, 102, 183, 210, 368",,P33369,Hypothetical outer-membrane lipoprotein yohG precursor,,UNC,0.00
2226859,REC05302,yohH,N,96,"2, 31, 74",,P33370,,b2139,UNC,0.00
2228405,REC05303,yohI,N,315,"84, 163, 168, 298, 301",,P33371,Hypothetical protein yohI,b2140,UNC,0.91
2228644,REC02090,yohJ,X,132,-,,P33372,Hypothetical protein yohJ,b2141,UNC,0.13
2229039,REC02091,yohK,N,231,"136, 151, 218",,P33373,Hypothetical protein yohK,b2142,UNC,0.34
2229864,REC02092,cdd,N,294,"164, 215, 253",,P13652,Cytidine deaminase (EC 3.5.4.5),b2143,NCM,0.06
2230898,REC02093,sanA,N,239,"81, 87, 149, 150, 207, 209",,P33017,SanA protein,b2144,UNC,0.06
2231620,REC02094,yeiS,N,79,27,,P76439,Hypothetical protein yeiS,b2145,UNC,0.00
2232053,REC02095,yeiT,N,412,"2, 78, 152, 217, 407",,P76440,Hypothetical oxidoreductase yeiT,b2146,UNC,0.66
2233279,REC02096,yeiA,N,413,"69, 229, 301, 310, 407, 412",,P25889,Hypothetical protein yeiA,b2147,UNC,0.31
2235773,REC05304,mglC,?,336,"13, 32",,P23200,Galactoside transport system permease protein mglC,b2148,MTR,0.19
2237309,REC05305,mglA,N,506,"20, 90, 109, 149, 176, 178, 207, 237, 249, 296, 296, 322, 322, 345, 364, 387, 399, 423",,P23199,Galactoside transport ATP-binding protein mglA,b2149,MTR,0.59
2238368,REC05306,mglB,E,332,-,< 0.01,P02927,D-galactose-binding periplasmic protein precursor,b2150,MTR,0.19
2239688,REC05307,galS,N,346,"4, 24, 56, 63, 150, 170",,P25748,Mgl repressor and galactose ultrainduction factor,b2151,RCD,0.03
2240987,REC05308,yeiB,N,385,"201, 225, 240, 260, 318, 362",,P25747,Hypothetical protein yeiB,b2152,UNC,0.16
2241672,REC05309,folE,E,222,-,< 0.1,P27511,GTP cyclohydrolase I (EC 3.5.4.16),b2153,NCM,0.75
2241930,REC02103,yeiG,N,278,143,,P33018,Hypothetical protein yeiG,b2154,UNC,0.28
2244789,REC05310,cirA,N,663,-,,P17315,Colicin I receptor precursor,b2155,UNC,0.34
2246552,REC05311,lysP,N,489,-,,P25737,Lysine-specific permease,b2156,MTR,0.34
2247638,REC05312,yeiE,N,293,-,,P32484,Hypothetical transcriptional regulator yeiE,b2157,UNC,0.72
2247737,REC02107,yeiH,N,349,-,,P33019,Hypothetical protein yeiH,b2158,UNC,0.44
2248860,REC02108,nfo,N,285,-,,P12638,Endonuclease IV (EC 3.1.21.2),b2159,NAM,0.31
2249720,REC02109,yeiI,N,362,-,,P33020,Hypothetical sugar kinase yeiI,b2160,UNC,0.59
2252165,REC05313,yeiJ,E,416,-,< 0.05,P33021,Hypothetical transport protein yeiJ,b2161,UNC,0.22
2253206,REC05314,yeiK,N,313,-,,P33022,Hypothetical protein yeiK,b2162,UNC,0.41
2253375,REC02112,yeiL,E,219,-,< 0.05,P33023,Hypothetical protein yeiL,b2163,UNC,0.00
2255355,REC05315,yeiM,E,416,-,< 0.01,P33024,Hypothetical transport protein yeiM,b2164,UNC,0.22
2256387,REC05316,yeiN,?,312,"136, 213, 216, 275",,P33025,Hypothetical protein yeiN,b2165,UNC,0.22
2257316,REC05317,yeiC,N,313,"32, 47, 71, 92, 97, 131, 175, 179, 203, 211, 224, 225, 242, 250, 262, 270",,P30235,Hypothetical sugar kinase yeiC,b2166,UNC,0.59
2259430,REC05318,fruA,N,563,"144, 184, 235, 287, 302, 383, 411, 455, 549",,P20966,"PTS system, fructose-specific IIBC component (EC 2.7.1.69)",b2167,MTR,0.47
2260385,REC05319,fruK,N,312,"95, 311",,P23539,1-phosphofructokinase (EC 2.7.1.56),b2168,CHM,0.50
2261515,REC05320,fruB,N,376,"41, 107, 164, 172",,P24217,"PTS system, fructose-specific IIA/FPr component (EC 2.7.1.69)",b2169,MTR,0.09
2261883,REC02119,setB,N,393,"80, 157, 200",,P33026,Sugar efflux transporter B,b2170,MTR,0.00
2263215,REC02120,yeiP,N,275,"55, 190, 217, 243, 250, 265",,P33028,Protein yeiP,b2171,UNC,1.00
2264265,REC02121,yeiQ,N,488,"57, 176, 248, 328, 483",,P33029,Hypothetical oxidoreductase yeiQ (EC 1.-.-.-),b2172,UNC,0.28
2265849,REC02122,yeiR,N,328,"25, 83, 312",,P33030,Hypothetical protein yeiR,b2173,UNC,0.56
2266838,REC02123,yeiU,N,249,"36, 70, 90, 92, 204, 224",,P76445,Hypothetical protein yeiU,b2174,UNC,0.03
2267999,REC02124,spr,N,188,"30, 38, 66, 80, 139",,P77685,Lipoprotein spr precursor,b2175,LPC,0.16
2268746,REC02125,rtn,N,518,"107, 213, 402, 492",,P76446,Rtn protein,b2176,UNC,0.31
2270378,REC02126,yejA,N,606,"87, 170, 301, 302, 404, 497, 499",,P33913,Hypothetical protein yejA precursor,b2177,UNC,0.25
2272199,REC02127,yejB,N,364,"89, 210, 313, 344, 345",,P33914,Hypothetical ABC transporter permease protein yejB,b2178,UNC,0.28
2273293,REC02128,yejE,E,341,295,< 0.05,P33915,Hypothetical ABC transporter permease protein yejE,b2179,UNC,0.81
2274320,REC02129,yejF,N,529,"23, 43, 80, 363, 479",,P33916,Hypothetical ABC transporter ATP-binding protein yejF,b2180,UNC,0.31
2276257,REC05321,yejG,N,114,26,,P33917,Hypothetical protein yejG,b2181,UNC,0.00
2277780,REC05322,bcr,N,396,"66, 221, 244, 272",,P28246,Bicyclomycin resistance protein,b2182,MTR,0.59
2278503,REC05323,rsuA,N,231,"85, 142",,P33918,Ribosomal small subunit pseudouridine synthase A (EC 4.2.1.70),b2183,NAM,0.97
2278652,REC02133,yejH,N,586,"128, 178, 248, 378, 552, 574",,P33919,Hypothetical protein yejH,b2184,UNC,0.16
2280537,REC02134,rplY,E,94,-,0.32,P02426,50S ribosomal protein L25,b2185,PMS,0.81
2281967,REC05324,yejK,N,335,"87, 132, 156, 203, 217, 249, 265",,P33920,37 kDa nucleoid-associated protein,b2186,UNC,0.13
2282149,REC02136,yejL,?,75,-,,P33921,Hypothetical protein yejL,b2187,UNC,0.06
2282396,REC02137,yejM,N,586,"328, 470, 514, 539",,P33922,Hypothetical protein yejM,b2188,UNC,0.09
2286920,REC05325,yejO,N,836,"12, 195, 249, 251, 267, 299, 338, 406, 477, 577, 610, 660, 668, 708, 784",,P33924,Hypothetical outer membrane protein yejO,b2190,UNC,0.00
2286925,REC02139,,N,40,"2, 2, 31",,P76451,FROM BASES 2276392 TO 2288352 (SECTION 198 OF 400) OF THE COMPLETE GENOME,b2191,UNC,0.00
2288101,REC06543,,N,338,"27, 294, 295",,P03837,Transposase insH for insertion sequence element IS5,b2192,PHT,0.34
2288520,REC02142,narP,N,215,"64, 103, 184",,P31802,Nitrate/nitrite response regulator protein narP,b2193,SMC,0.63
2290430,REC05327,ccmH,N,350,"43, 212, 276, 324",,P33925,Cytochrome c-type biogenesis protein ccmH precursor,b2194,UNC,0.25
2290984,REC05328,dsbE,N,185,90,,P33926,Thiol:disulfide interchange protein dsbE,b2195,UNC,0.59
2292924,REC05329,ccmF,N,647,"242, 291, 384, 430, 608, 609",,P33927,Cytochrome c-type biogenesis protein ccmF,b2196,UNC,0.41
2293400,REC05330,ccmE,E,159,-,< 0.2,P33928,Cytochrome c-type biogenesis protein ccmE,b2197,UNC,0.31
2293606,REC05331,ccmD,N,69,24,,P36770,Heme exporter protein D,b2198,MTR,0.06
2294340,REC05332,ccmC,N,245,"49, 194",,P33929,Heme exporter protein C,b2199,MTR,0.34
2295044,REC05333,ccmB,N,220,"22, 135",,P33930,Heme exporter protein B,b2200,MTR,0.25
2295658,REC05334,ccmA,N,205,"44, 169",,P33931,Heme exporter protein A,b2201,MTR,0.31
2296279,REC05335,napC,N,200,"139, 165",,P33932,Cytochrome c-type protein napC,b2202,BEN,0.19
2296759,REC05336,napB,N,156,"95, 133",,P33933,Diheme cytochrome c napB precursor,b2203,BEN,0.19
2297598,REC05337,napH,N,287,"74, 86, 107",,P33934,Ferredoxin-type protein napH,b2204,UNC,0.06
2298280,REC05338,napG,N,231,"43, 173, 173, 200",,P33936,Ferredoxin-type protein napG,b2205,UNC,0.06
2300773,REC05339,napA,N,828,"344, 641, 701, 826",,P33937,Periplasmic nitrate reductase precursor (EC 1.7.99.4),b2206,SMC,0.34
2301033,REC05340,napD,N,87,55,,P33938,NapD protein,b2207,UNC,0.16
2301517,REC05341,napF,N,164,"101, 127, 135",,P33939,Ferredoxin-type protein napF,b2208,UNC,0.16
2301925,REC02158,eco,N,162,"7, 49, 61",,P23827,Ecotin precursor,b2209,MSM,0.03
2304774,REC05342,mqo,N,548,"20, 57, 258",,P33940,Malate:quinone oxidoreductase (EC 1.1.99.16),b2210,CHM,0.25
2306635,REC05343,yojI,N,547,"45, 138, 195, 328, 490",,P33941,Hypothetical ABC transporter ATP-binding protein yojI,b2211,UNC,0.09
2307361,REC05344,alkB,N,216,151,,P05050,Alkylated DNA repair protein alkB,b2212,NAM,0.19
2308425,REC05345,ada,N,354,"66, 91, 278",,P06134,ADA regulatory protein,b2213,NAM,0.78
2309554,REC05346,apbE,N,351,"10, 105, 197, 251",,P33944,Thiamine biosynthesis lipoprotein apbE precursor,b2214,NCM,0.56
2310769,REC05347,ompC,N,367,"6, 249, 296",,P06996,Outer membrane protein C precursor,b2215,SMC,0.00
2311508,REC02165,yojN,N,890,"18, 62, 88, 126, 246, 302, 588, 618, 707",,P39838,Putative sensor-like histidine kinase yojN (EC 2.7.3.-),b2216,UNC,0.00
2314197,REC02166,rcsB,N,216,"146, 199",,P14374,Capsular synthesis regulator component B,b2217,SMC,0.06
2317848,REC05348,rcsC,N,933,"60, 356, 611, 644, 648, 762, 900",,P14376,Sensor protein rcsC (EC 2.7.3.-),b2218,SMC,0.06
2318063,REC02168,atoS,N,608,"6, 10, 31, 59, 79, 87, 105, 130, 139, 203, 221, 280, 318, 336, 363, 440, 500",,Q06067,Sensor protein atoS (EC 2.7.3.-),b2219,SMC,0.63
2319886,REC02169,atoC,N,461,"425, 455",,Q06065,Acetoacetate metabolism regulatory protein atoC,b2220,SMC,0.75
2321467,REC02170,atoD,N,220,"42, 80",,P76458,Acetate CoA-transferase alpha subunit (EC 2.8.3.8),b2221,LPC,0.41
2322129,REC02171,atoA,N,216,"10, 50, 184",,P76459,Acetate CoA-transferase beta subunit (EC 2.8.3.8),b2222,LPC,0.41
2322776,REC02172,atoE,N,440,"107, 177, 212, 262",,P76460,Short-chain fatty acids transporter,b2223,MTR,0.16
2324129,REC02173,atoB,N,394,"147, 290, 365",,P76461,Acetyl-CoA acetyltransferase (EC 2.3.1.9),b2224,LPC,0.66
2326163,REC05349,yfaP,N,258,"94, 157, 205, 255",,P76462,Hypothetical protein yfaP precursor,b2225,UNC,0.06
2327817,REC05350,yfaQ,N,549,"215, 226, 505, 530, 542",,P76463,Hypothetical protein yfaQ precursor,b2226,UNC,0.06
2328303,REC05351,,N,161,"5, 38",,P76464,Hypothetical protein yfaS precursor,b2227,UNC,0.00
2332332,REC05352,yfaS,N,1337,"6, 139, 181, 188, 220, 376, 455, 546, 712, 812, 846, 904, 957, 1015, 1029, 1175, 1210",,P76464,Hypothetical protein yfaS precursor,,UNC,0.13
2333006,REC05353,yfaT,N,216,"25, 41",,P76466,Hypothetical protein yfaT precursor,b2229,UNC,0.09
2334712,REC05354,yfaA,N,578,"234, 284, 469, 497, 523, 560",,P17994,Hypothetical protein yfaA,b2230,UNC,0.06
2337440,REC05355,gyrA,E,875,-,< 0.001,P09097,DNA gyrase subunit A (EC 5.99.1.3),b2231,NAM,1.00
2337587,REC02181,ubiG,E,240,-,< 0.05,P17993,3-demethylubiquinone-9 3-methyltransferase (EC 2.1.1.64),b2232,NCM,0.44
2342189,REC05356,yfaL,N,1250,"12, 34, 34, 55, 125, 128, 143, 200, 225, 337, 404, 436, 524, 563, 661, 725, 767, 795, 968, 1028, 1127, 1163",,P45508,Hypothetical protein yfaL precursor,b2233,UNC,0.16
2342885,REC06544,nrdA,E,761,-,< 0.001,P00452,Ribonucleoside-diphosphate reductase 1 alpha chain (EC 1.17.4.1),b2234,NCM,0.88
2345404,REC02184,nrdB,E,376,-,< 0.01,P00453,Ribonucleoside-diphosphate reductase 1 beta chain (EC 1.17.4.1),b2235,NCM,0.75
2346534,REC02185,yfaE,N,84,"49, 78",,P37910,Hypothetical ferredoxin-like protein yfaE,b2236,UNC,0.13
2347492,REC05357,inaA,N,216,"159, 206, 209",,P27294,Protein inaA,b2237,UNC,0.03
2347707,REC02187,yfaH,?,68,-,,P45505,Hypothetical protein yfaH,b2238,UNC,0.00
2349031,REC05358,glpQ,N,358,"45, 283, 349",,P09394,"Glycerophosphoryl diester phosphodiesterase, periplasmic precursor (EC 3.1.4.46)",b2239,LPC,0.41
2350394,REC05359,glpT,N,452,"39, 121, 154, 182",,P08194,Glycerol-3-phosphate transporter,b2240,MTR,0.22
2350667,REC02190,glpA,N,542,"244, 320",,P13032,Anaerobic glycerol-3-phosphate dehydrogenase subunit A (EC 1.1.99.5),b2241,CHM,0.09
2352285,REC02191,glpB,N,419,"106, 136",,P13033,Anaerobic glycerol-3-phosphate dehydrogenase subunit B (EC 1.1.99.5),b2242,CHM,0.06
2353541,REC02192,glpC,N,396,"96, 121, 206, 252, 316, 334, 385",,P13034,Anaerobic glycerol-3-phosphate dehydrogenase subunit C,b2243,BEN,0.09
2354924,REC02193,yfaD,E,299,280,< 0.05,P37014,Hypothetical protein yfaD,b2244,UNC,0.00
2356865,REC05360,yfaU,N,267,"42, 84, 201, 257",,P76469,Hypothetical protein yfaU,b2245,UNC,0.09
2358211,REC05361,yfaV,E,442,432,< 0.01,P76470,Hypothetical transport protein yfaV,b2246,UNC,0.34
2359446,REC05362,yfaW,N,405,"108, 158, 237",,P77215,Hypothetical protein yfaW,b2247,UNC,0.03
2360231,REC05363,yfaX,N,260,227,,P77732,Hypothetical transcriptional regulator yfaX,b2248,UNC,0.00
2361653,REC05364,cinA,N,400,"17, 68, 126, 307",,P77808,CinA-like protein,b2249,UNC,0.81
2362316,REC05365,yfaZ,N,187,93,,P76471,Hypothetical protein yfaZ precursor,b2250,UNC,0.00
2362574,REC02200,yfaO,N,141,87,,P52006,Putative Nudix hydrolase yfaO (EC 3.6.-.-),b2251,UNC,0.00
2363640,REC05366,ais,X,200,-,,P45565,Ais protein,b2252,UNC,0.00
2363915,REC02202,yfbE,X,390,-,,P77690,Hypothetical protein yfbE,b2253,UNC,0.63
2365091,REC02203,yfbF,N,322,"269, 301",,P77757,Putative glycosyl transferase yfbF (EC 2.-.-.-),b2254,UNC,0.56
2366059,REC02204,yfbG,N,660,"13, 26, 57, 111, 112, 169, 213, 287, 424, 493, 495, 609, 615",,P77398,Hypothetical protein yfbG,b2255,UNC,0.13
2368038,REC02205,yfbH,N,296,36,,P76472,Hypothetical protein yfbH,b2256,UNC,0.06
2368928,REC02206,yfbI,N,550,"249, 287, 295, 309, 444, 486",,P76473,Hypothetical protein yfbI,b2257,UNC,0.28
2370577,REC06734,yfbW,N,111,"46, 71",,Q47377,Hypothetical protein yfbW,,UNC,0.00
2370630,REC02207,yfbJ,N,222,"28, 53, 143, 172, 212",,P76474,Hypothetical protein yfbJ,b2258,UNC,0.00
